genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Movie,BTS,Intro: Serendipity,2TXdgzpGp97Wrb23ue9rVk,0,0.983,0.341,136253,0.156,0.0418,A#,0.232,-14.696,Major,0.0312,84.488,4-Jan,0.336
Movie,BTS,DNA,2ULwBLyVAflWmyTcSWdetF,0,0.733,0.775,194769,0.356,0,E,0.158,-11.581,Minor,0.458,139.526,4-Apr,0.691
Movie,BTS,Best Of Me,2WsyzikcaMllNx3HCbHnl1,0,0.71,0.582,303413,0.679,0.0286,G,0.337,-9.225,Minor,0.0547,115.136,4-Apr,0.84
Movie,BTS,dimple,2WwJlG8fczrLwRAxsnXRl7,0,0.0575,0.59,248960,0.847,0,B,0.32,-7.995,Minor,0.138,205.455,4-Apr,0.757
Movie,BTS,Pied Piper,2Y1TGD05ZJoTihQuZfZJEZ,0,0.667,0.602,201587,0.702,1.66E-05,C,0.117,-6.352,Major,0.149,149.17,4-Apr,0.918
Movie,BTS,Skit: Billboard Music Awards Speech,2YeFJwywiUPeQiUtEeGPyQ,0,0.791,0.447,107703,0.253,0,A#,0.0919,-11.927,Major,0.0349,107.94,4-May,0.469
Movie,BTS,MIC Drop,2aN00IOtoPDWAsTzWeGT21,0,0.334,0.84,148867,0.557,0,G,0.181,-14.391,Major,0.0407,141.148,4-Apr,0.967
Movie,BTS,Go Go,2blJzY8Ohl2E2vEdQ2wlEn,0,0.933,0.676,214093,0.697,0.0117,F#,0.484,-7.81,Minor,0.109,105.921,4-Apr,0.914
Movie,BTS,Outro: Her,2e3v5wfUN8UB4jB41eDr4k,4,0.48,0.914,75102,0.224,2.44E-05,D,0.232,-15.397,Major,0.0556,103.926,4-Apr,0.761
Movie,BTS,Intro: Boy Meets Evil,2eBvh4fOjch2HK8NVYYWRP,0,0.615,0.394,121480,0.384,0.0106,D,0.119,-10.737,Major,0.0294,91.858,4-Mar,0.33
Movie,BTS,Blood Sweat & Tears,2hQlHB5r3uNFlyJYWABUk7,0,0.979,0.238,147067,0.151,0.000184,F,0.13,-17.031,Major,0.0594,189.101,4-Apr,0.0767
Movie,BTS,Begin,2hi0z5RkTEVbTVO4h7t7ch,0,0.939,0.582,75337,0.174,8.63E-05,E,0.128,-8.096,Minor,0.0342,94.708,4-Apr,0.366
Movie,BTS,Lie,2j6xLFrJ3gp233MLhaMqHX,0,0.695,0.71,492813,0.231,0,F,0.176,-16.156,Minor,0.874,110.924,4-Jan,0.493
Movie,BTS,Stigma,2jBp52nfXVpHbt9dqf0cSs,0,0.756,0.564,248221,0.275,0,G,0.313,-14.068,Major,0.199,107.945,4-Apr,0.413
Movie,BTS,First Love,2kfppyLcqATE9Qi8hSOiyx,0,0.91,0.388,118600,0.448,0,A,0.349,-6.823,Major,0.0558,90.92,4-Mar,0.679
Movie,BTS,Reflection,2n4an2QX7Np3yhM8T0HWdz,0,0.776,0.363,180133,0.153,9.00E-06,C,0.355,-10.686,Major,0.0346,73.134,4-Apr,0.352
Movie,BTS,MAMA,2nM2RKLUqdVJYakMbaWBHC,0,0.715,0.569,978303,0.345,0,C,0.111,-12.506,Minor,0.484,88.225,4-Mar,0.351
Movie,BTS,Awake,2qZswteMfdcc3FLjaYR38E,0,0.778,0.61,199587,0.266,0,G,0.269,-15.15,Major,0.924,84.943,4-Apr,0.633
Movie,BTS,Lost,2rQ1lgMI65SW3je5bQlA1K,0,0.398,0.633,211133,0.605,0.000169,F,0.109,-5.584,Major,0.0288,90.014,4-Mar,0.727
Movie,BTS,BTS Cypher 4,2rT3uD6EjROZdP6UIf6C6p,0,0.761,0.672,69355,0.651,0.00445,C,0.109,-8.598,Major,0.0278,109.982,4-Apr,0.813
Movie,BTS,Am I Wrong,2uou9Wr6a3HxmieA8NafPc,0,0.616,0.714,292720,0.253,0,F,0.21,-15.703,Minor,0.892,125.097,4-Mar,0.504
Movie,BTS,21st Century Girl,2wQgXSFESMAgmpkI14Pr7s,1,0.962,0.168,195827,0.185,0.855,D,0.125,-17.834,Minor,0.0385,143.78,4-Apr,0.195
Movie,BTS,2! 3!,2y9CiiXaeZUdX3ZjsnkCVb,1,0.611,0.702,134093,0.509,0,G,0.9,-8.535,Minor,0.0685,92.235,4-Apr,0.77
Movie,BTS,Spring Day,316vZ2FFcGlhI7XDld9fay,6,0.525,0.6,61800,0.658,4.81E-05,G,0.131,-11.71,Minor,0.0537,120.984,4-Apr,0.334
Movie,BTS,Not Today,321MDop1sPmNMO0UQE4EcJ,0,0.876,0.468,259000,0.642,0.000381,G,0.177,-9.841,Minor,0.0408,111.132,4-Apr,0.758
Movie,BTS,Outro: Wings,35W7MQyH36gNt3EoR0qZdV,0,0.847,0.494,367747,0.444,0,F,0.1,-6.797,Major,0.0285,80.581,4-Mar,0.373
Movie,BTS,A Supplementary Story: You Never Walk Alone,38QPdO8qO4xuavpeHF1oyr,3,0.66,0.657,247600,0.626,6.03E-06,D,0.199,-8.672,Major,0.0283,81.994,4-Apr,0.808
Movie,BTS,Intro : Boy Meets Evil,3AnPOKKZV1NRhED24p9YeX,7,0.366,0.694,315693,0.376,0,C#,0.146,-10.449,Major,0.0298,79.027,4-Apr,0.59
Movie,BTS,Blood Sweat & Tears,3Cr09kBxG7FE9fvbSPlcIN,0,0.357,0.61,255347,0.833,3.55E-05,A,0.248,-14.082,Major,0.503,139.031,4-Apr,0.194
Movie,BTS,Begin,3Ez6AS04xRmFq3K7wr7ayj,0,0.813,0.525,296373,0.607,2.95E-05,G,0.119,-9.787,Major,0.0282,131.504,4-Apr,0.699
Movie,BTS,Lie,3FQJq6X5IHjFyncHoouuRA,4,0.345,0.505,154493,0.522,0,C#,0.207,-6.523,Minor,0.037,153.856,4-Apr,0.385
Movie,BTS,Stigma,3GgYVk6uLkNNuE2O7zHhvZ,0,0.79,0.701,133982,0.347,3.16E-06,G#,0.249,-10.82,Major,0.627,104.997,4-Mar,0.571
Movie,BTS,First Love,3JO7xCEBoFzVpuO42LTTB4,11,0.0367,0.441,137733,0.643,0,F,0.0925,-7.819,Minor,0.043,72.354,4-Apr,0.736
Movie,BTS,Reflection,3JldnhrVM001MJHN7GsB3T,0,0.744,0.193,234754,0.477,7.44E-05,F,0.173,-9.086,Major,0.043,77.528,4-Apr,0.191
Movie,BTS,MAMA,3NXlNZSmjO3DsJ3DQuyU8e,0,0.84,0.688,3435625,0.331,0,F,0.0673,-8.645,Major,0.772,102.244,4-Apr,0.529
Movie,BTS,Awake,3Ng7AEyRUZxPgDgVW2jZoM,1,0.844,0.592,156267,0.632,0,F,0.0908,-4.17,Minor,0.144,87.819,4-Apr,0.748
Movie,BTS,Lost,3PyfS1XmjHk1JZ004a2bFZ,0,0.987,0.429,89947,0.0478,0.959,E,0.102,-14.17,Minor,0.0468,82.388,4-Apr,0.111
Movie,BTS,BTS Cypher 4,3R3vtgh4lKgRFtkrfrrUQs,0,0.414,0.642,154176,0.63,0,A#,0.145,-5.814,Minor,0.187,149.973,4-Apr,0.19
Movie,BTS,Am I Wrong,3RS1F5oukDho2Wcaulaf8A,0,0.636,0.615,234480,0.846,7.55E-05,D,0.0847,-4.381,Minor,0.0909,111.79,4-Apr,0.924
Movie,BTS,21st Century Girl,3RZCz2Udhx5S9nRMasEZD5,0,0.951,0.805,153973,0.156,0,F,0.175,-13.312,Major,0.106,117.846,4-Apr,0.512
Movie,BTS,2! 3!,3SGmQRE8io8waO8BqDufdT,0,0.974,0.39,375258,0.196,8.05E-06,A#,0.146,-18.037,Major,0.0626,98.843,4-Apr,0.372
Movie,BTS,Spring Day,3U70EglrYNe7h8QdL8oSBR,0,0.523,0.627,225307,0.422,0,E,0.136,-10.8,Major,0.0262,74.05,4-Apr,0.387
Movie,BTS,Not Today,3UkjsupdIvhkqnNqAZ3KAQ,1,0.506,0.653,66320,0.45,0,G,0.385,-7.184,Major,0.0402,125.081,4-Apr,0.663
Movie,BTS,Outro : Wings,3Vr2wQVnZ24ZA7JOh1edDH,0,0.726,0.478,143933,0.461,2.95E-06,F,0.0776,-8.745,Major,0.0771,174.504,4-Apr,0.768
Movie,BTS,A Supplementary Story : You Never Walk Alone,3W1CYVKeue4JPdTyW33LME,0,0.962,0.518,249973,0.122,0,F,0.119,-15.349,Major,0.0348,110.159,4-Apr,0.299
Movie,BTS,Intro : Boy Meets Evil,3WkxQwVTyIzFuNJKG6qurD,1,0.407,0.508,216720,0.377,0,A,0.111,-9.52,Major,0.0319,75.2,4-Apr,0.587
Movie,BTS,í”¼ ë•€ ëˆˆë¬¼,3aX2M9VIuxxRIZ464VQwwc,2,0.678,0.333,372107,0.384,0.861,G#,0.032,-12.059,Major,0.0389,151.039,4-Apr,0.379
Movie,BTS,Begin,3cyN9ErrlOPXG185e1epGD,3,0.9,0.471,252547,0.498,0.0327,D,0.117,-9.02,Minor,0.029,112.398,4-Apr,0.719
Movie,BTS,Lie,3dsuEKUO8DaD2hXaxaYlrv,0,0.0488,0.598,307867,0.704,0.229,G,0.0619,-11.439,Major,0.0409,179.966,4-Apr,0.405
Movie,BTS,Stigma,3g68P6eeghUFkLcDSMVXwM,0,0.639,0.632,171356,0.86,6.55E-06,A,0.0768,-3.529,Minor,0.122,180.029,4-Apr,0.845
Movie,BTS,First Love,3j2I9sLlBQu8pMPDvw6Mhn,3,0.619,0.242,208733,0.312,1.40E-06,C#,0.109,-10.82,Major,0.0288,80.977,4-Apr,0.146
Movie,BTS,Reflection,3kO00CU9Y6u8pIbk2Oi2j4,0,0.474,0.524,101000,0.182,0.139,G,0.258,-20.347,Major,0.0417,121.235,4-Apr,0.478
Movie,BTS,MAMA,3kQkcxkRneREJohv69y6hD,0,0.529,0.643,2359123,0.415,0,F,0.536,-15.622,Minor,0.883,101.296,4-Mar,0.405
Movie,BTS,Awake,3kjIWN6qPqC5YaCEByBqJ1,0,0.605,0.641,170373,0.49,0,G,0.333,-7.021,Major,0.0329,103.356,4-Apr,0.939
Movie,BTS,Lost,3nGNIiz4PTsZ7cRhNNuSd2,0,0.228,0.684,203492,0.746,0,G#,0.196,-5.847,Major,0.0448,107.854,4-Apr,0.745
Movie,BTS,BTS Cypher 4,3nWsw3kx2rhqcooV2bLLzq,6,0.604,0.108,200053,0.196,0.327,C,0.388,-14.415,Major,0.0361,167.96,4-Mar,0.0625
Movie,BTS,Am I Wrong(ã‚«ãƒãƒ¼),3tYb7PIAOGa3dfYIV5eYjP,0,0.463,0.439,216155,0.609,0,A,0.112,-7.628,Minor,0.0286,114.019,4-Apr,0.198
Movie,BTS,21ì„¸ê¸° ì†Œë…€,3uC0IWrdPuQUAxysPYFcLW,0,0.738,0.571,167053,0.204,0,E,0.319,-15.638,Major,0.878,173.591,4-Mar,0.673
Movie,BTS,ë‘˜! ì…‹! (ê·¸ëž˜ë„ ì¢‹ì€ ë‚ ì´ ë” ë§Žê¸°ë¥¼),3wyfVx3VgWi3h7KUun10SR,0,0.743,0.559,181116,0.286,0,F,0.176,-17.038,Major,0.302,95.182,4-Apr,0.439
Movie,BTS,Interlude : Wings,40S8lAPIAKIVscROjzXM41,1,0.237,0.662,182067,0.195,0,B,0.431,-14.405,Minor,0.846,77.648,4-Jan,0.58
Movie,BTS,Intro: Boy Meets Evil,43ZOuL3sAdWyDeUmnESnxJ,10,0.629,0.659,158307,0.495,0,E,0.298,-13.879,Major,0.0832,84.958,4-Apr,0.782
Movie,BTS,Blood Sweat & Tears,44fcBVy6aGmWkqrIaIuyg8,5,0.304,0.423,124067,0.454,0,C#,0.288,-10.19,Major,0.03,88.369,4-Apr,0.708
Movie,BTS,Begin,46pHjxtTwKqyefPMq5HRaO,0,0.63,0.539,326800,0.462,0,B,0.164,-12.981,Minor,0.136,130.031,4-Apr,0.409
Movie,BTS,Lie,48tWWGBcrOGnsHLr4F6QUL,1,0.713,0.823,103178,0.633,0.000512,A#,0.0536,-11.181,Major,0.0343,115.222,4-Apr,0.973
Movie,BTS,Stigma,4DTLThZ3hAvV3zW7TIBn6r,1,0.741,0.428,175800,0.713,0,F,0.191,-8.41,Major,0.0665,83.379,4-Apr,0.878
Movie,BTS,First Love,4EgVeJ3g8JPPaUsoYded66,1,0.00759,0.794,207920,0.554,0.000614,A,0.143,-7.042,Major,0.0566,107.998,4-Apr,0.687
Movie,BTS,Reflection,4LY0T9z0Nm1fZZrbBJX0pj,1,0.463,0.188,67427,0.00154,0.881,D,0.11,-25.274,Major,0.0473,65.472,4-Mar,0.539
Movie,BTS,MAMA,4PBWE5hmOPNGB2IFPvpQGV,0,0.78,0.606,159840,0.389,0,B,0.0529,-13.774,Major,0.0316,94.089,4-Apr,0.848
Movie,BTS,Awake,4PLtMy7fhR1JlOrbZdzjWN,2,0.989,0.375,80853,0.107,0.785,D#,0.173,-18.659,Major,0.0357,107.511,4-Apr,0.072
Movie,BTS,Lost,4QrUwzwxZn5yxStrcT8aIK,0,0.89,0.441,414213,0.214,8.59E-06,D#,0.289,-9.759,Major,0.0515,133.753,4-Apr,0.336
Movie,BTS,BTS Cypher 4,4Qt0c8DNGOxQfRADLvKvJ4,1,0.979,0.211,300800,0.041,0.926,C,0.152,-22.749,Major,0.0371,136.327,4-Mar,0.0378
Movie,BTS,Am I Wrong,4TVlu8gVdYM53SoW3k7S57,0,0.987,0.723,191040,0.158,0.145,D,0.115,-16.343,Major,0.0511,110.319,4-Apr,0.807
Movie,BTS,21st Century Girl,4WyeUgqbBse7RQlWUWBoJM,6,0.566,0.522,214596,0.392,5.03E-06,B,0.15,-9.537,Minor,0.069,114.95,4-Mar,0.36
R&B,BTS,2! 3!,2YegxR5As7BeQuVp2U6pek,65,0.083,0.724,246333,0.689,0,D,0.304,-5.922,Minor,0.135,146.496,4-Apr,0.693
R&B,BTS,Interlude: Wings,6KFaHC9G178beAp7P0Vi5S,63,0.323,0.685,186467,0.61,0,C,0.102,-5.221,Minor,0.0439,94.384,4-Mar,0.323
R&B,BTS,INTRODUCTION : YOUTH,6muW8cSjJ3rusKJ0vH5olw,62,0.0675,0.762,199520,0.52,3.95E-06,F,0.114,-5.237,Minor,0.0959,75.047,4-Apr,0.0862
R&B,BTS,RUNâ€Japanese Ver.â€,7yHqOZfsXYlicyoMt62yC6,61,0.36,0.563,240597,0.366,0.00243,B,0.0955,-6.896,Minor,0.121,85.352,4-Apr,0.768
R&B,BTS,FIREâ€Japanese Ver.â€,4XzgjxGKqULifVf7mnDIQK,68,0.596,0.653,213947,0.621,0,B,0.0811,-5.721,Minor,0.0409,100.006,4-Apr,0.466
R&B,BTS,DOPEâ€è¶…ãƒ¤ãƒ™ãƒ¼!â€(Japanese Ver.),7KdRu0h7PQ0Ecfa37rUBzW,61,0.661,0.51,205640,0.331,0,B,0.123,-13.073,Minor,0.0895,124.657,4-Apr,0.225
R&B,BTS,Good Day,21Ft8ME799DMZjxNwmui6Z,64,0.667,0.67,239147,0.649,0.00013,C,0.109,-7.426,Minor,0.0875,147.935,4-Apr,0.618
R&B,BTS,Save MEâ€Japanese Ver.â€,1BViPjTT585XAhkUUrkts0,66,0.975,0.377,334570,0.255,0.000208,E,0.102,-11.165,Minor,0.0387,125.004,4-May,0.37
R&B,BTS,ãƒ•ãƒ³ã‚¿ãƒ³å°‘å¹´å›£(Japanese Ver.),33YFwLJbAdgePluIuEVa9p,60,0.72,0.523,170343,0.507,0,G,0.0774,-6.448,Minor,0.225,140.368,4-Apr,0.7
R&B,BTS,ãƒšãƒƒãƒ—ã‚»â€Japanese Ver.â€,47TqCCnEliDp8NRDyIQoQq,69,0.0359,0.761,219120,0.639,0,F,0.0945,-7.577,Minor,0.0539,164.088,4-Apr,0.922
R&B,BTS,Wishing on a star,4FCb4CUbFCMNRkI6lYc1zI,71,0.735,0.501,257733,0.378,0,E,0.119,-9.37,Major,0.029,119.987,4-Apr,0.178
R&B,BTS,Butterflyâ€Japanese Ver.â€,0zVMzJ37VQNFUNvdxxat2E,69,0.241,0.639,234413,0.659,8.33E-06,G#,0.484,-7.273,Major,0.215,136.801,4-Apr,0.457
